Date,Price
1972-06-01,0.0662616193294525
1972-06-02,0.0669216066598892
1972-06-05,0.0670536160469055
1972-06-06,0.066657617688179
1972-06-07,0.0665256455540657
1972-06-08,0.0669216066598892
1972-06-09,0.0661296397447586
1972-06-12,0.0662616193294525
1972-06-13,0.0663936510682106
1972-06-14,0.0654696524143219
1972-06-15,0.0659976974129676
1972-06-16,0.0654696524143219
1972-06-19,0.0656016916036605
1972-06-20,0.0659976974129676
1972-06-21,0.0661296397447586
1972-06-22,0.0654696524143219
1972-06-23,0.0646777004003524
1972-06-26,0.0652056261897087
1972-06-27,0.0650736764073371
1972-06-28,0.0652056261897087
1972-06-29,0.0656016916036605
1972-06-30,0.0659976974129676
1972-07-03,0.0657336488366127
1972-07-05,0.0659976974129676
1972-07-06,0.0659976974129676
1972-07-07,0.0659976974129676
1972-07-10,0.0659976974129676
1972-07-11,0.0656016916036605
1972-07-12,0.0656016916036605
1972-07-13,0.0658656135201454
1972-07-14,0.0659976974129676
1972-07-17,0.0653376653790474
1972-07-18,0.0653376653790474
1972-07-19,0.0656016916036605
1972-07-20,0.0662616193294525
1972-07-21,0.0667896568775177
1972-07-24,0.0667896568775177
1972-07-25,0.0675815865397453
1972-07-26,0.0676345005631446
1972-07-27,0.0681649893522262
1972-07-28,0.068297654390335
1972-07-31,0.068297654390335
1972-08-01,0.0689606592059135
1972-08-02,0.0716130509972572
1972-08-03,0.0730718150734901
1972-08-04,0.0737349390983581
1972-08-07,0.0732044577598571
1972-08-08,0.0733370408415794
1972-08-09,0.0742653533816337
1972-08-10,0.076785072684288
1972-08-11,0.0763872191309928
1972-08-14,0.0745306387543678
1972-08-15,0.0741327479481697
1972-08-16,0.0733370408415794
1972-08-17,0.0726740062236785
1972-08-18,0.0728065893054008
1972-08-21,0.0724087506532669
1972-08-22,0.0736022591590881
1972-08-23,0.0721435099840164
1972-08-24,0.0713477730751037
1972-08-25,0.0712152197957038
1972-08-28,0.0709499791264534
1972-08-29,0.0713477730751037
1972-08-30,0.0709499791264534
1972-08-31,0.0728065893054008
1972-09-01,0.0726740062236785
1972-09-05,0.0721435099840164
1972-09-06,0.0713477730751037
1972-09-07,0.0713477730751037
1972-09-08,0.0713477730751037
1972-09-11,0.0708173289895057
1972-09-12,0.0702868551015853
1972-09-13,0.0697564035654068
1972-09-14,0.070419505238533
1972-09-15,0.0701542571187019
1972-09-18,0.070419505238533
1972-09-19,0.0705520659685134
1972-09-20,0.0705520659685134
1972-09-21,0.0700216442346572
1972-09-22,0.0700216442346572
1972-09-25,0.0685628429055213
1972-09-26,0.0681649893522262
1972-09-27,0.0697564035654068
1972-09-28,0.069358542561531
1972-09-29,0.0688280835747718
1972-10-02,0.0678997561335563
1972-10-03,0.0672366768121719
1972-10-04,0.0672366768121719
1972-10-05,0.0660431385040283
1972-10-06,0.0668388605117797
1972-10-09,0.0678997561335563
1972-10-10,0.0676345005631446
1972-10-11,0.0675018802285194
1972-10-12,0.0671041011810302
1972-10-13,0.0677670985460281
1972-10-16,0.0672366768121719
1972-10-17,0.0702868551015853
1972-10-18,0.0706847161054611
1972-10-19,0.0697564035654068
1972-10-20,0.069225937128067
1972-10-23,0.0708173289895057
1972-10-24,0.0716130509972572
1972-10-25,0.0724087506532669
1972-10-26,0.0730718150734901
1972-10-27,0.0726740062236785
1972-10-30,0.0729392394423484
1972-10-31,0.0721931904554367
1972-11-01,0.0735252127051353
1972-11-02,0.0727259814739227
1972-11-03,0.0721931904554367
1972-11-06,0.0724595934152603
1972-11-08,0.0723263770341873
1972-11-09,0.07166039198637
1972-11-10,0.0707280188798904
1972-11-13,0.0701952576637268
1972-11-14,0.0689964368939399
1972-11-15,0.0688632130622863
1972-11-16,0.0679308250546455
1972-11-17,0.0684636458754539
1972-11-20,0.0685968399047851
1972-11-21,0.0679308250546455
1972-11-22,0.0684636458754539
1972-11-24,0.0691296234726905
1972-11-27,0.0689964368939399
1972-11-28,0.0681972652673721
1972-11-29,0.0684636458754539
1972-11-30,0.0689964368939399
1972-12-01,0.0696624517440795
1972-12-04,0.0703284293413162
1972-12-05,0.0707280188798904
1972-12-06,0.0712608098983764
1972-12-07,0.0721931904554367
1972-12-08,0.0731255710124969
1972-12-11,0.0731255710124969
1972-12-12,0.0732587799429893
1972-12-13,0.0731255710124969
1972-12-14,0.0719267800450325
1972-12-15,0.0717935711145401
1972-12-18,0.071527175605297
1972-12-19,0.07166039198637
1972-12-20,0.0713940188288688
1972-12-21,0.0703284293413162
1972-12-22,0.0713940188288688
1972-12-26,0.0713940188288688
1972-12-27,0.0713940188288688
1972-12-29,0.0735252127051353
1973-01-02,0.0729923620820045
1973-01-03,0.0735252127051353
1973-01-04,0.0751235112547874
1973-01-05,0.0755231156945228
1973-01-08,0.0749903917312622
1973-01-09,0.0760558769106864
1973-01-10,0.0755231156945228
1973-01-11,0.0756563544273376
1973-01-12,0.0735252127051353
1973-01-15,0.0721931904554367
1973-01-16,0.0735252127051353
1973-01-17,0.0740579813718795
1973-01-18,0.0744575858116149
1973-01-19,0.0732587799429893
1973-01-22,0.0731255710124969
1973-01-23,0.0737915188074112
1973-01-24,0.0724595934152603
1973-01-26,0.0732587799429893
1973-01-29,0.0733121782541275
1973-01-30,0.0731783583760261
1973-01-31,0.073579765856266
1973-02-01,0.0727770552039146
1973-02-02,0.0727770552039146
1973-02-05,0.0727770552039146
1973-02-06,0.074114866554737
1973-02-07,0.072108156979084
1973-02-08,0.0715730115771293
1973-02-09,0.0717068314552307
1973-02-12,0.0743824318051338
