Date,Price
1987-08-20,0.8140838742256165
1987-08-21,0.8160408735275269
1987-08-24,0.8062561750411987
1987-08-25,0.8189764022827148
1987-08-26,0.8121268153190613
1987-08-27,0.7964716553688049
1987-08-28,0.7798382043838501
1987-08-31,0.7808164954185486
1987-09-01,0.7524406909942627
1987-09-02,0.7553763389587402
1987-09-03,0.748526394367218
1987-09-04,0.7446128726005554
1987-09-08,0.7406988143920898
1987-09-09,0.7358070611953735
1987-09-10,0.7426559925079346
1987-09-11,0.7514622211456299
1987-09-14,0.756354570388794
1987-09-15,0.7504836916923523
1987-09-16,0.7201513648033142
1987-09-17,0.7240645885467529
1987-09-18,0.7270005941390991
1987-09-21,0.701560378074646
1987-09-22,0.7270005941390991
1987-09-23,0.7416778802871704
1987-09-24,0.7387424111366272
1987-09-25,0.7318931818008423
1987-09-28,0.7475486397743225
1987-09-29,0.7406988143920898
1987-09-30,0.7475486397743225
1987-10-01,0.763204038143158
1987-10-02,0.7759237885475159
1987-10-05,0.7720099687576294
1987-10-06,0.7416778802871704
1987-10-07,0.7338497638702393
1987-10-08,0.7221082448959351
1987-10-09,0.7103667259216309
1987-10-12,0.70840984582901
1987-10-13,0.7103667259216309
1987-10-14,0.6770985722541809
1987-10-15,0.6594864130020142
1987-10-16,0.6183906197547913
1987-10-19,0.5048887729644775
1987-10-20,0.5606613755226135
1987-10-21,0.5812090635299683
1987-10-22,0.5665321350097656
1987-10-23,0.5753384232521057
1987-10-26,0.5303287506103516
1987-10-27,0.5557688474655151
1987-10-28,0.5763166546821594
1987-10-29,0.6183906197547913
1987-10-30,0.6262184977531433
1987-11-02,0.6242616772651672
1987-11-03,0.6086061596870422
1987-11-04,0.6086061596870422
1987-11-05,0.6223047375679016
1987-11-06,0.5968644022941589
1987-11-09,0.5724027752876282
1987-11-10,0.5655538439750671
1987-11-11,0.5753384232521057
1987-11-12,0.5998001098632812
1987-11-13,0.6046923995018005
1987-11-16,0.668857991695404
1987-11-17,0.659211277961731
1987-11-18,0.6699299812316895
1987-11-19,0.6538515090942383
1987-11-20,0.6667143106460571
1987-11-23,0.6752894520759583
1987-11-24,0.6827924847602844
1987-11-25,0.6720739603042603
1987-11-27,0.6527796387672424
1987-11-30,0.6259827017784119
1987-12-01,0.6367014646530151
1987-12-02,0.650635838508606
1987-12-03,0.6163357496261597
1987-12-04,0.6077603697776794
1987-12-07,0.6388451457023621
1987-12-08,0.6613547801971436
1987-12-09,0.6634979248046875
1987-12-10,0.6484922170639038
1987-12-11,0.6527796387672424
1987-12-14,0.6795769929885864
1987-12-15,0.6742174625396729
1987-12-16,0.6849367022514343
1987-12-17,0.6656425595283508
1987-12-18,0.67743319272995
1987-12-21,0.680648922920227
1987-12-22,0.6710017919540405
1987-12-23,0.6817207336425781
1987-12-24,0.680648922920227
1987-12-28,0.659211277961731
1987-12-29,0.6570670008659363
1987-12-30,0.658139169216156
1987-12-31,0.6420608162879944
1988-01-04,0.6699299812316895
1988-01-05,0.673145592212677
1988-01-06,0.668857991695404
1988-01-07,0.6656425595283508
1988-01-08,0.6216949224472046
1988-01-11,0.6195513606071472
1988-01-12,0.6152637600898743
1988-01-13,0.6131197810173035
1988-01-14,0.6195513606071472
1988-01-15,0.633485734462738
1988-01-18,0.6367014646530151
1988-01-19,0.6367014646530151
1988-01-20,0.6152637600898743
1988-01-21,0.6409887671470642
1988-01-22,0.6849367022514343
1988-01-25,0.6752894520759583
1988-01-26,0.6656425595283508
1988-01-27,0.6463480591773987
1988-01-28,0.658139169216156
1988-01-29,0.6720739603042603
1988-02-01,0.6667143106460571
1988-02-02,0.6656425595283508
1988-02-03,0.6538515090942383
1988-02-04,0.6634979248046875
1988-02-05,0.6613547801971436
1988-02-08,0.658139169216156
1988-02-09,0.6677860021591187
1988-02-10,0.6849367022514343
1988-02-11,0.6763612031936646
1988-02-12,0.6838645935058594
1988-02-16,0.703158438205719
1988-02-17,0.7567149996757507
1988-02-18,0.7427021265029907
1988-02-19,0.755547285079956
1988-02-22,0.7707280516624451
1988-02-23,0.7660573720932007
1988-02-24,0.767225444316864
1988-02-25,0.7543797492980957
1988-02-26,0.7590504884719849
1988-02-29,0.7777352929115295
1988-03-01,0.7753997445106506
1988-03-02,0.7777352929115295
1988-03-03,0.7730636596679688
1988-03-04,0.7660573720932007
1988-03-07,0.7707280516624451
1988-03-08,0.7800706028938293
1988-03-09,0.7964193224906921
1988-03-10,0.7859095931053162
1988-03-11,0.7835737466812134
1988-03-14,0.7894126772880554
1988-03-15,0.7859095931053162
1988-03-16,0.7964193224906921
1988-03-17,0.8069294691085815
1988-03-18,0.798754870891571
1988-03-21,0.7917484045028687
1988-03-22,0.7940835952758789
1988-03-23,0.7905805110931396
1988-03-24,0.7730636596679688
1988-03-25,0.755547285079956
1988-03-28,0.7473730444908142
1988-03-29,0.7543797492980957
1988-03-30,0.7356951832771301
1988-03-31,0.741534411907196
1988-04-04,0.725185215473175
1988-04-05,0.7345277070999146
1988-04-06,0.7637216448783875
1988-04-07,0.7578832507133484
1988-04-08,0.7718964219093323
1988-04-11,0.7718964219093323
1988-04-12,0.7847418785095215
1988-04-13,0.7847418785095215
1988-04-14,0.7438698410987854
1988-04-15,0.7462055087089539
1988-04-18,0.7345277070999146
1988-04-19,0.7216821312904358
1988-04-20,0.7193462252616882
1988-04-21,0.7135075330734253
1988-04-22,0.7240177989006042
1988-04-25,0.7391982674598694
1988-04-26,0.7403665781021118
1988-04-27,0.7263532280921936
1988-04-28,0.7205144762992859
1988-04-29,0.7076685428619385
1988-05-02,0.7088363766670227
1988-05-03,0.71467524766922
1988-05-04,0.6983262896537781
1988-05-05,0.697158932685852
1988-05-06,0.6878166794776917
1988-05-09,0.6819779872894287
1988-05-10,0.6831454038619995
1988-05-11,0.680810272693634
1988-05-12,0.6784745454788208
1988-05-13,0.6843133568763733
1988-05-16,0.6866488456726074
1988-05-17,0.667964518070221
1988-05-18,0.7312265634536743
1988-05-19,0.7443786263465881
1988-05-20,0.7496392130851746
1988-05-23,0.7562150359153748
1988-05-24,0.7706814408302307
1988-05-25,0.7772576212882996
1988-05-26,0.7851487994194031
1988-05-27,0.7851487994194031
1988-05-31,0.8180273771286011
1988-06-01,0.8351240754127502
1988-06-02,0.833808958530426
1988-06-03,0.8351240754127502
1988-06-06,0.8351240754127502
1988-06-07,0.8259180188179016
1988-06-08,0.8482755422592163
1988-06-09,0.8364395499229431
1988-06-10,0.8153966665267944
1988-06-13,0.832493782043457
1988-06-14,0.849590539932251
1988-06-15,0.8601117730140686
1988-06-16,0.8430151343345642
1988-06-17,0.8522216081619263
1988-06-20,0.8456454873085022
1988-06-21,0.8469607830047607
1988-06-22,0.8351240754127502
1988-06-23,0.8377540707588196
1988-06-24,0.829863429069519
1988-06-27,0.808820903301239
1988-06-28,0.8167117834091187
1988-06-29,0.8180273771286011
1988-06-30,0.8351240754127502
1988-07-01,0.8311786651611328
1988-07-05,0.8390695452690125
1988-07-06,0.8206572532653809
1988-07-07,0.8153966665267944
1988-07-08,0.8127664923667908
1988-07-11,0.8272330164909363
1988-07-12,0.8219725489616394
1988-07-13,0.8351240754127502
1988-07-14,0.8403849005699158
1988-07-15,0.8364395499229431
1988-07-18,0.8311786651611328
1988-07-19,0.8311786651611328
1988-07-20,0.8377540707588196
1988-07-21,0.8272330164909363
1988-07-22,0.8140815496444702
1988-07-25,0.8180273771286011
1988-07-26,0.8153966665267944
1988-07-27,0.8022446632385254
1988-07-28,0.8127664923667908
1988-07-29,0.8416996002197266
1988-08-01,0.8482755422592163
1988-08-02,0.849590539932251
1988-08-03,0.8614267706871033
1988-08-04,0.849590539932251
1988-08-05,0.849590539932251
1988-08-08,0.8535366654396057
1988-08-09,0.8469607830047607
1988-08-10,0.8377540707588196
1988-08-11,0.8390695452690125
1988-08-12,0.8390695452690125
1988-08-15,0.8364395499229431
1988-08-16,0.8390695452690125
1988-08-17,0.9415632486343384
1988-08-18,0.9459490180015564
1988-08-19,0.9357149004936218
1988-08-22,0.9298669695854188
1988-08-23,0.9357149004936218
